item_id,dim_code,n_passes,mode,mean,min,max
scev_val_fig_0070,MCu,1,0,0,0,0
scev_val_fig_0070,QLl,1,1,1,1,1
scev_val_fig_0070,QLq,1,1,1,1,1
scev_val_fig_0070,VL,1,2,2,2,2
scev_val_fig_0070,VO,1,1,1,1,1
scev_val_fig_0071,AS,1,2,2,2,2
scev_val_fig_0071,AT,1,3,3,3,3
scev_val_fig_0071,CL,1,1,1,1,1
scev_val_fig_0071,GS,1,4,4,4,4
scev_val_fig_0071,KNf,1,4,4,4,4
scev_val_fig_0071,MA,1,3,3,3,3
scev_val_fig_0071,MCr,1,2,2,2,2
scev_val_fig_0071,MCu,1,2,2,2,2
scev_val_fig_0071,QLl,1,2,2,2,2
scev_val_fig_0071,QLq,1,2,2,2,2
scev_val_fig_0071,VL,1,2,2,2,2
scev_val_fig_0071,VO,1,2,2,2,2
scev_val_fig_0073,AS,1,3,3,3,3
scev_val_fig_0073,AT,1,3,3,3,3
scev_val_fig_0073,CL,1,1,1,1,1
scev_val_fig_0073,GS,1,2,2,2,2
scev_val_fig_0073,KNf,1,4,4,4,4
scev_val_fig_0073,MA,1,4,4,4,4
scev_val_fig_0073,MCr,1,3,3,3,3
scev_val_fig_0073,MCu,1,3,3,3,3
scev_val_fig_0073,QLl,1,1,1,1,1
scev_val_fig_0073,QLq,1,2,2,2,2
scev_val_fig_0073,VL,1,2,2,2,2
scev_val_fig_0073,VO,1,2,2,2,2
scev_val_fig_0074,AS,1,3,3,3,3
scev_val_fig_0074,AT,1,3,3,3,3
scev_val_fig_0074,CL,1,1,1,1,1
scev_val_fig_0074,GS,1,2,2,2,2
scev_val_fig_0074,KNf,1,2,2,2,2
scev_val_fig_0074,MA,1,4,4,4,4
scev_val_fig_0074,MCr,1,2,2,2,2
scev_val_fig_0074,MCu,1,3,3,3,3
scev_val_fig_0074,QLl,1,3,3,3,3
scev_val_fig_0074,QLq,1,2,2,2,2
scev_val_fig_0074,VL,1,2,2,2,2
scev_val_fig_0074,VO,1,2,2,2,2
scev_val_fig_0075,AS,1,2,2,2,2
scev_val_fig_0075,AT,1,3,3,3,3
scev_val_fig_0075,CL,1,3,3,3,3
scev_val_fig_0075,GS,1,2,2,2,2
scev_val_fig_0075,KNf,1,4,4,4,4
scev_val_fig_0075,MA,1,0,0,0,0
scev_val_fig_0075,MCr,1,1,1,1,1
scev_val_fig_0075,MCu,1,3,3,3,3
scev_val_fig_0075,QLl,1,1,1,1,1
scev_val_fig_0075,QLq,1,0,0,0,0
scev_val_fig_0075,VL,1,2,2,2,2
scev_val_fig_0075,VO,1,1,1,1,1
scev_val_fig_0076,AS,1,2,2,2,2
scev_val_fig_0076,AT,1,3,3,3,3
scev_val_fig_0076,CL,1,2,2,2,2
scev_val_fig_0076,GS,1,2,2,2,2
scev_val_fig_0076,KNf,1,5,5,5,5
scev_val_fig_0076,MA,1,0,0,0,0
scev_val_fig_0076,MCr,1,2,2,2,2
scev_val_fig_0076,MCu,1,3,3,3,3
scev_val_fig_0076,QLl,1,1,1,1,1
scev_val_fig_0076,QLq,1,0,0,0,0
scev_val_fig_0076,VL,1,2,2,2,2
scev_val_fig_0076,VO,1,1,1,1,1
scev_val_fig_0077,AS,1,2,2,2,2
scev_val_fig_0077,AT,1,3,3,3,3
scev_val_fig_0077,CL,1,1,1,1,1
scev_val_fig_0077,GS,1,2,2,2,2
scev_val_fig_0077,KNf,1,2,2,2,2
scev_val_fig_0077,MA,1,1,1,1,1
scev_val_fig_0077,MCr,1,1,1,1,1
scev_val_fig_0077,MCu,1,1,1,1,1
scev_val_fig_0077,QLl,1,1,1,1,1
scev_val_fig_0077,QLq,1,2,2,2,2
scev_val_fig_0077,VL,1,2,2,2,2
scev_val_fig_0077,VO,1,1,1,1,1
scev_val_fig_0078,AS,1,2,2,2,2
scev_val_fig_0078,AT,1,3,3,3,3
scev_val_fig_0078,CL,1,0,0,0,0
scev_val_fig_0078,GS,1,2,2,2,2
scev_val_fig_0078,KNf,1,1,1,1,1
scev_val_fig_0078,MA,1,1,1,1,1
scev_val_fig_0078,MCr,1,1,1,1,1
scev_val_fig_0078,MCu,1,1,1,1,1
scev_val_fig_0078,QLl,1,1,1,1,1
scev_val_fig_0078,QLq,1,1,1,1,1
scev_val_fig_0078,VL,1,2,2,2,2
scev_val_fig_0078,VO,1,1,1,1,1
scev_val_fig_0079,AS,1,2,2,2,2
scev_val_fig_0079,AT,1,3,3,3,3
scev_val_fig_0079,CL,1,1,1,1,1
scev_val_fig_0079,GS,1,2,2,2,2
scev_val_fig_0079,KNf,1,5,5,5,5
scev_val_fig_0079,MA,1,1,1,1,1
scev_val_fig_0079,MCr,1,2,2,2,2
scev_val_fig_0079,MCu,1,3,3,3,3
scev_val_fig_0079,QLl,1,2,2,2,2
scev_val_fig_0079,QLq,1,3,3,3,3
scev_val_fig_0079,VL,1,2,2,2,2
scev_val_fig_0079,VO,1,2,2,2,2
scev_val_fig_0080,AS,1,2,2,2,2
scev_val_fig_0080,AT,1,3,3,3,3
scev_val_fig_0080,CL,1,1,1,1,1
scev_val_fig_0080,GS,1,4,4,4,4
scev_val_fig_0080,KNf,1,4,4,4,4
scev_val_fig_0080,MA,1,0,0,0,0
scev_val_fig_0080,MCr,1,2,2,2,2
scev_val_fig_0080,MCu,1,3,3,3,3
scev_val_fig_0080,QLl,1,1,1,1,1
scev_val_fig_0080,QLq,1,1,1,1,1
scev_val_fig_0080,VL,1,2,2,2,2
scev_val_fig_0080,VO,1,1,1,1,1
scev_val_fig_0081,AS,1,2,2,2,2
scev_val_fig_0081,AT,1,3,3,3,3
scev_val_fig_0081,CL,1,1,1,1,1
scev_val_fig_0081,GS,1,2,2,2,2
scev_val_fig_0081,KNf,1,4,4,4,4
scev_val_fig_0081,MA,1,1,1,1,1
scev_val_fig_0081,MCr,1,2,2,2,2
scev_val_fig_0081,MCu,1,1,1,1,1
scev_val_fig_0081,QLl,1,1,1,1,1
scev_val_fig_0081,QLq,1,1,1,1,1
scev_val_fig_0081,VL,1,2,2,2,2
scev_val_fig_0081,VO,1,1,1,1,1
scev_val_fig_0093,AS,1,3,3,3,3
scev_val_fig_0093,AT,1,3,3,3,3
scev_val_fig_0093,CL,1,3,3,3,3
scev_val_fig_0093,GS,1,2,2,2,2
scev_val_fig_0093,KNf,1,2,2,2,2
scev_val_fig_0093,MA,1,3,3,3,3
scev_val_fig_0093,MCr,1,3,3,3,3
scev_val_fig_0093,MCu,1,3,3,3,3
scev_val_fig_0093,QLl,1,3,3,3,3
scev_val_fig_0093,QLq,1,2,2,2,2
scev_val_fig_0093,VL,1,2,2,2,2
scev_val_fig_0093,VO,1,2,2,2,2
scev_val_fig_0094,AS,1,3,3,3,3
scev_val_fig_0094,AT,1,3,3,3,3
scev_val_fig_0094,CL,1,2,2,2,2
scev_val_fig_0094,GS,1,2,2,2,2
scev_val_fig_0094,KNf,1,1,1,1,1
scev_val_fig_0094,MA,1,3,3,3,3
scev_val_fig_0094,MCr,1,3,3,3,3
scev_val_fig_0094,MCu,1,3,3,3,3
scev_val_fig_0094,QLl,1,3,3,3,3
scev_val_fig_0094,QLq,1,3,3,3,3
scev_val_fig_0094,VL,1,3,3,3,3
scev_val_fig_0094,VO,1,2,2,2,2
scev_val_fig_0096,AS,1,3,3,3,3
scev_val_fig_0096,AT,1,3,3,3,3
scev_val_fig_0096,CL,1,1,1,1,1
scev_val_fig_0096,GS,1,2,2,2,2
scev_val_fig_0096,KNf,1,1,1,1,1
scev_val_fig_0096,MA,1,4,4,4,4
scev_val_fig_0096,MCr,1,2,2,2,2
scev_val_fig_0096,MCu,1,2,2,2,2
scev_val_fig_0096,QLl,1,2,2,2,2
scev_val_fig_0096,QLq,1,2,2,2,2
scev_val_fig_0096,VL,1,2,2,2,2
scev_val_fig_0096,VO,1,2,2,2,2
scev_val_fig_0097,AS,1,2,2,2,2
scev_val_fig_0097,AT,1,3,3,3,3
scev_val_fig_0097,CL,1,0,0,0,0
scev_val_fig_0097,GS,1,0,0,0,0
scev_val_fig_0097,KNf,1,4,4,4,4
scev_val_fig_0097,MA,1,2,2,2,2
scev_val_fig_0097,MCr,1,2,2,2,2
scev_val_fig_0097,MCu,1,2,2,2,2
scev_val_fig_0097,QLl,1,2,2,2,2
scev_val_fig_0097,QLq,1,2,2,2,2
scev_val_fig_0097,VL,1,2,2,2,2
scev_val_fig_0097,VO,1,1,1,1,1
scev_val_fig_0098,AS,1,2,2,2,2
scev_val_fig_0098,AT,1,3,3,3,3
scev_val_fig_0098,CL,1,1,1,1,1
scev_val_fig_0098,GS,1,0,0,0,0
scev_val_fig_0098,KNf,1,4,4,4,4
scev_val_fig_0098,MA,1,2,2,2,2
scev_val_fig_0098,MCr,1,2,2,2,2
scev_val_fig_0098,MCu,1,2,2,2,2
scev_val_fig_0098,QLl,1,1,1,1,1
scev_val_fig_0098,QLq,1,2,2,2,2
scev_val_fig_0098,VL,1,2,2,2,2
scev_val_fig_0098,VO,1,1,1,1,1
scev_val_fig_0099,AS,1,2,2,2,2
scev_val_fig_0099,AT,1,3,3,3,3
scev_val_fig_0099,CL,1,1,1,1,1
scev_val_fig_0099,GS,1,2,2,2,2
scev_val_fig_0099,KNf,1,2,2,2,2
scev_val_fig_0099,MA,1,1,1,1,1
scev_val_fig_0099,MCr,1,1,1,1,1
scev_val_fig_0099,MCu,1,1,1,1,1
scev_val_fig_0099,QLl,1,1,1,1,1
scev_val_fig_0099,QLq,1,2,2,2,2
scev_val_fig_0099,VL,1,1,1,1,1
scev_val_fig_0099,VO,1,1,1,1,1
scev_val_fig_0100,AS,1,2,2,2,2
scev_val_fig_0100,AT,1,3,3,3,3
scev_val_fig_0100,CL,1,1,1,1,1
scev_val_fig_0100,GS,1,4,4,4,4
scev_val_fig_0100,KNf,1,1,1,1,1
scev_val_fig_0100,MA,1,1,1,1,1
scev_val_fig_0100,MCr,1,2,2,2,2
scev_val_fig_0100,MCu,1,1,1,1,1
scev_val_fig_0100,QLl,1,1,1,1,1
scev_val_fig_0100,QLq,1,2,2,2,2
scev_val_fig_0100,VL,1,2,2,2,2
scev_val_fig_0100,VO,1,1,1,1,1
scev_val_fig_0106,AS,1,3,3,3,3
scev_val_fig_0106,AT,1,3,3,3,3
scev_val_fig_0106,CL,1,1,1,1,1
scev_val_fig_0106,GS,1,2,2,2,2
scev_val_fig_0106,KNf,1,2,2,2,2
scev_val_fig_0106,MA,1,4,4,4,4
scev_val_fig_0106,MCr,1,1,1,1,1
scev_val_fig_0106,MCu,1,1,1,1,1
scev_val_fig_0106,QLl,1,1,1,1,1
scev_val_fig_0106,QLq,1,1,1,1,1
scev_val_fig_0106,VL,1,2,2,2,2
scev_val_fig_0106,VO,1,1,1,1,1
scev_val_fig_0109,AS,1,3,3,3,3
scev_val_fig_0109,AT,1,3,3,3,3
scev_val_fig_0109,CL,1,1,1,1,1
scev_val_fig_0109,GS,1,4,4,4,4
scev_val_fig_0109,KNf,1,1,1,1,1
scev_val_fig_0109,MA,1,1,1,1,1
scev_val_fig_0109,MCr,1,3,3,3,3
scev_val_fig_0109,MCu,1,3,3,3,3
scev_val_fig_0109,QLl,1,1,1,1,1
scev_val_fig_0109,QLq,1,2,2,2,2
scev_val_fig_0109,VL,1,4,4,4,4
scev_val_fig_0109,VO,1,2,2,2,2
scev_val_fig_0112,AS,1,2,2,2,2
scev_val_fig_0112,AT,1,3,3,3,3
scev_val_fig_0112,CL,1,0,0,0,0
scev_val_fig_0112,GS,1,2,2,2,2
scev_val_fig_0112,KNf,1,1,1,1,1
scev_val_fig_0112,MA,1,2,2,2,2
scev_val_fig_0112,MCr,1,3,3,3,3
scev_val_fig_0112,MCu,1,3,3,3,3
scev_val_fig_0112,QLl,1,1,1,1,1
scev_val_fig_0112,QLq,1,2,2,2,2
scev_val_fig_0112,VL,1,2,2,2,2
scev_val_fig_0112,VO,1,1,1,1,1
scev_val_fig_0113,AS,1,2,2,2,2
scev_val_fig_0113,AT,1,3,3,3,3
scev_val_fig_0113,CL,1,1,1,1,1
scev_val_fig_0113,GS,1,2,2,2,2
scev_val_fig_0113,KNf,1,2,2,2,2
scev_val_fig_0113,MA,1,1,1,1,1
scev_val_fig_0113,MCr,1,1,1,1,1
scev_val_fig_0113,MCu,1,1,1,1,1
scev_val_fig_0113,QLl,1,2,2,2,2
scev_val_fig_0113,QLq,1,2,2,2,2
scev_val_fig_0113,VL,1,2,2,2,2
scev_val_fig_0113,VO,1,1,1,1,1
scev_val_fig_0114,AS,1,3,3,3,3
scev_val_fig_0114,AT,1,3,3,3,3
scev_val_fig_0114,CL,1,0,0,0,0
scev_val_fig_0114,GS,1,2,2,2,2
scev_val_fig_0114,KNf,1,2,2,2,2
scev_val_fig_0114,MA,1,1,1,1,1
scev_val_fig_0114,MCr,1,2,2,2,2
scev_val_fig_0114,MCu,1,3,3,3,3
scev_val_fig_0114,QLl,1,2,2,2,2
scev_val_fig_0114,QLq,1,1,1,1,1
scev_val_fig_0114,VL,1,2,2,2,2
scev_val_fig_0114,VO,1,1,1,1,1
scev_val_fig_0116,AS,1,2,2,2,2
scev_val_fig_0116,AT,1,2,2,2,2
scev_val_fig_0116,CL,1,1,1,1,1
scev_val_fig_0116,GS,1,1,1,1,1
scev_val_fig_0116,KNf,1,2,2,2,2
scev_val_fig_0116,MA,1,4,4,4,4
scev_val_fig_0116,MCr,1,2,2,2,2
scev_val_fig_0116,MCu,1,1,1,1,1
scev_val_fig_0116,QLl,1,1,1,1,1
scev_val_fig_0116,QLq,1,2,2,2,2
scev_val_fig_0116,VL,1,0,0,0,0
scev_val_fig_0116,VO,1,1,1,1,1
scev_val_fig_0117,AS,1,2,2,2,2
scev_val_fig_0117,AT,1,3,3,3,3
scev_val_fig_0117,CL,1,1,1,1,1
scev_val_fig_0117,GS,1,3,3,3,3
scev_val_fig_0117,KNf,1,2,2,2,2
scev_val_fig_0117,MA,1,1,1,1,1
scev_val_fig_0117,MCr,1,2,2,2,2
scev_val_fig_0117,MCu,1,1,1,1,1
scev_val_fig_0117,QLl,1,1,1,1,1
scev_val_fig_0117,QLq,1,2,2,2,2
scev_val_fig_0117,VL,1,4,4,4,4
scev_val_fig_0117,VO,1,2,2,2,2
scev_val_fig_0118,AS,1,2,2,2,2
scev_val_fig_0118,AT,1,3,3,3,3
scev_val_fig_0118,CL,1,1,1,1,1
scev_val_fig_0118,GS,1,3,3,3,3
scev_val_fig_0118,KNf,1,2,2,2,2
scev_val_fig_0118,MA,1,0,0,0,0
scev_val_fig_0118,MCr,1,3,3,3,3
scev_val_fig_0118,MCu,1,2,2,2,2
scev_val_fig_0118,QLl,1,2,2,2,2
scev_val_fig_0118,QLq,1,1,1,1,1
scev_val_fig_0118,VL,1,4,4,4,4
scev_val_fig_0118,VO,1,1,1,1,1
scev_val_fig_0120,AS,1,3,3,3,3
scev_val_fig_0120,AT,1,3,3,3,3
scev_val_fig_0120,CL,1,1,1,1,1
scev_val_fig_0120,GS,1,2,2,2,2
scev_val_fig_0120,KNf,1,1,1,1,1
scev_val_fig_0120,MA,1,3,3,3,3
scev_val_fig_0120,MCr,1,2,2,2,2
scev_val_fig_0120,MCu,1,3,3,3,3
scev_val_fig_0120,QLl,1,1,1,1,1
scev_val_fig_0120,QLq,1,1,1,1,1
scev_val_fig_0120,VL,1,2,2,2,2
scev_val_fig_0120,VO,1,2,2,2,2
scev_val_fig_0121,AS,1,3,3,3,3
scev_val_fig_0121,AT,1,3,3,3,3
scev_val_fig_0121,CL,1,0,0,0,0
scev_val_fig_0121,GS,1,2,2,2,2
scev_val_fig_0121,KNf,1,1,1,1,1
scev_val_fig_0121,MA,1,4,4,4,4
scev_val_fig_0121,MCr,1,2,2,2,2
scev_val_fig_0121,MCu,1,3,3,3,3
scev_val_fig_0121,QLl,1,2,2,2,2
scev_val_fig_0121,QLq,1,2,2,2,2
scev_val_fig_0121,VL,1,3,3,3,3
scev_val_fig_0121,VO,1,2,2,2,2
scev_val_fig_0122,AS,1,3,3,3,3
scev_val_fig_0122,AT,1,3,3,3,3
scev_val_fig_0122,CL,1,0,0,0,0
scev_val_fig_0122,GS,1,1,1,1,1
scev_val_fig_0122,KNf,1,1,1,1,1
scev_val_fig_0122,MA,1,4,4,4,4
scev_val_fig_0122,MCr,1,2,2,2,2
scev_val_fig_0122,MCu,1,3,3,3,3
scev_val_fig_0122,QLl,1,3,3,3,3
scev_val_fig_0122,QLq,1,2,2,2,2
scev_val_fig_0122,VL,1,2,2,2,2
scev_val_fig_0122,VO,1,2,2,2,2
scev_val_fig_0123,AS,1,3,3,3,3
scev_val_fig_0123,AT,1,3,3,3,3
scev_val_fig_0123,CL,1,1,1,1,1
scev_val_fig_0123,GS,1,1,1,1,1
scev_val_fig_0123,KNf,1,0,0,0,0
scev_val_fig_0123,MA,1,4,4,4,4
scev_val_fig_0123,MCr,1,3,3,3,3
scev_val_fig_0123,MCu,1,2,2,2,2
scev_val_fig_0123,QLl,1,2,2,2,2
scev_val_fig_0123,QLq,1,2,2,2,2
scev_val_fig_0123,VL,1,2,2,2,2
scev_val_fig_0123,VO,1,2,2,2,2
scev_val_fig_0124,AS,1,2,2,2,2
scev_val_fig_0124,AT,1,3,3,3,3
scev_val_fig_0124,CL,1,0,0,0,0
scev_val_fig_0124,GS,1,0,0,0,0
scev_val_fig_0124,KNf,1,1,1,1,1
scev_val_fig_0124,MA,1,1,1,1,1
scev_val_fig_0124,MCr,1,2,2,2,2
scev_val_fig_0124,MCu,1,1,1,1,1
scev_val_fig_0124,QLl,1,1,1,1,1
scev_val_fig_0124,QLq,1,1,1,1,1
scev_val_fig_0124,VL,1,2,2,2,2
scev_val_fig_0124,VO,1,2,2,2,2
scev_val_fig_0125,AS,1,3,3,3,3
scev_val_fig_0125,AT,1,3,3,3,3
scev_val_fig_0125,CL,1,0,0,0,0
scev_val_fig_0125,GS,1,0,0,0,0
scev_val_fig_0125,KNf,1,0,0,0,0
scev_val_fig_0125,MA,1,0,0,0,0
scev_val_fig_0125,MCr,1,2,2,2,2
scev_val_fig_0125,MCu,1,3,3,3,3
scev_val_fig_0125,QLl,1,1,1,1,1
scev_val_fig_0125,QLq,1,1,1,1,1
scev_val_fig_0125,VL,1,2,2,2,2
scev_val_fig_0125,VO,1,1,1,1,1
scev_val_fig_0126,AS,1,2,2,2,2
scev_val_fig_0126,AT,1,3,3,3,3
scev_val_fig_0126,CL,1,0,0,0,0
scev_val_fig_0126,GS,1,0,0,0,0
scev_val_fig_0126,KNf,1,0,0,0,0
scev_val_fig_0126,MA,1,1,1,1,1
scev_val_fig_0126,MCr,1,2,2,2,2
scev_val_fig_0126,MCu,1,1,1,1,1
scev_val_fig_0126,QLl,1,2,2,2,2
scev_val_fig_0126,QLq,1,2,2,2,2
scev_val_fig_0126,VL,1,2,2,2,2
scev_val_fig_0126,VO,1,2,2,2,2
scev_val_fig_0127,AS,1,2,2,2,2
scev_val_fig_0127,AT,1,3,3,3,3
scev_val_fig_0127,CL,1,1,1,1,1
scev_val_fig_0127,GS,1,0,0,0,0
scev_val_fig_0127,KNf,1,1,1,1,1
scev_val_fig_0127,MA,1,3,3,3,3
scev_val_fig_0127,MCr,1,2,2,2,2
scev_val_fig_0127,MCu,1,2,2,2,2
scev_val_fig_0127,QLl,1,2,2,2,2
scev_val_fig_0127,QLq,1,2,2,2,2
scev_val_fig_0127,VL,1,2,2,2,2
scev_val_fig_0127,VO,1,2,2,2,2
scev_val_fig_0128,AS,1,2,2,2,2
scev_val_fig_0128,AT,1,3,3,3,3
scev_val_fig_0128,CL,1,1,1,1,1
scev_val_fig_0128,GS,1,0,0,0,0
scev_val_fig_0128,KNf,1,1,1,1,1
scev_val_fig_0128,MA,1,3,3,3,3
scev_val_fig_0128,MCr,1,2,2,2,2
scev_val_fig_0128,MCu,1,2,2,2,2
scev_val_fig_0128,QLl,1,2,2,2,2
scev_val_fig_0128,QLq,1,2,2,2,2
scev_val_fig_0128,VL,1,2,2,2,2
scev_val_fig_0128,VO,1,2,2,2,2
scev_val_fig_0129,AS,1,2,2,2,2
scev_val_fig_0129,AT,1,3,3,3,3
scev_val_fig_0129,CL,1,2,2,2,2
scev_val_fig_0129,GS,1,4,4,4,4
scev_val_fig_0129,KNf,1,3,3,3,3
scev_val_fig_0129,MA,1,0,0,0,0
scev_val_fig_0129,MCr,1,2,2,2,2
scev_val_fig_0129,MCu,1,2,2,2,2
scev_val_fig_0129,QLl,1,2,2,2,2
scev_val_fig_0129,QLq,1,1,1,1,1
scev_val_fig_0129,VL,1,3,3,3,3
scev_val_fig_0129,VO,1,1,1,1,1
scev_val_fig_0130,AS,1,3,3,3,3
scev_val_fig_0130,AT,1,3,3,3,3
scev_val_fig_0130,CL,1,1,1,1,1
scev_val_fig_0130,GS,1,2,2,2,2
scev_val_fig_0130,KNf,1,2,2,2,2
scev_val_fig_0130,MA,1,4,4,4,4
scev_val_fig_0130,MCr,1,2,2,2,2
scev_val_fig_0130,MCu,1,3,3,3,3
scev_val_fig_0130,QLl,1,2,2,2,2
scev_val_fig_0130,QLq,1,1,1,1,1
scev_val_fig_0130,VL,1,2,2,2,2
scev_val_fig_0130,VO,1,2,2,2,2
scev_val_fig_0131,AS,1,3,3,3,3
scev_val_fig_0131,AT,1,3,3,3,3
scev_val_fig_0131,CL,1,2,2,2,2
scev_val_fig_0131,GS,1,5,5,5,5
scev_val_fig_0131,KNf,1,4,4,4,4
scev_val_fig_0131,MA,1,4,4,4,4
scev_val_fig_0131,MCr,1,2,2,2,2
scev_val_fig_0131,MCu,1,3,3,3,3
scev_val_fig_0131,QLl,1,1,1,1,1
scev_val_fig_0131,QLq,1,1,1,1,1
scev_val_fig_0131,VL,1,2,2,2,2
scev_val_fig_0131,VO,1,2,2,2,2
scev_val_fig_0137,AS,1,3,3,3,3
scev_val_fig_0137,AT,1,3,3,3,3
scev_val_fig_0137,CL,1,2,2,2,2
scev_val_fig_0137,GS,1,2,2,2,2
scev_val_fig_0137,KNf,1,1,1,1,1
scev_val_fig_0137,MA,1,2,2,2,2
scev_val_fig_0137,MCr,1,2,2,2,2
scev_val_fig_0137,MCu,1,2,2,2,2
scev_val_fig_0137,QLl,1,3,3,3,3
scev_val_fig_0137,QLq,1,2,2,2,2
scev_val_fig_0137,VL,1,2,2,2,2
scev_val_fig_0137,VO,1,1,1,1,1
scev_val_fig_0138,AS,1,3,3,3,3
scev_val_fig_0138,AT,1,3,3,3,3
scev_val_fig_0138,CL,1,1,1,1,1
scev_val_fig_0138,GS,1,2,2,2,2
scev_val_fig_0138,KNf,1,2,2,2,2
scev_val_fig_0138,MA,1,2,2,2,2
scev_val_fig_0138,MCr,1,1,1,1,1
scev_val_fig_0138,MCu,1,3,3,3,3
scev_val_fig_0138,QLl,1,3,3,3,3
scev_val_fig_0138,QLq,1,2,2,2,2
scev_val_fig_0138,VL,1,2,2,2,2
scev_val_fig_0138,VO,1,2,2,2,2
scev_val_fig_0139,AS,1,2,2,2,2
scev_val_fig_0139,AT,1,3,3,3,3
scev_val_fig_0139,CL,1,1,1,1,1
scev_val_fig_0139,GS,1,2,2,2,2
scev_val_fig_0139,KNf,1,1,1,1,1
scev_val_fig_0139,MA,1,3,3,3,3
scev_val_fig_0139,MCr,1,1,1,1,1
scev_val_fig_0139,MCu,1,1,1,1,1
scev_val_fig_0139,QLl,1,2,2,2,2
scev_val_fig_0139,QLq,1,2,2,2,2
scev_val_fig_0139,VL,1,2,2,2,2
scev_val_fig_0139,VO,1,1,1,1,1
scev_val_fig_0140,AS,1,2,2,2,2
scev_val_fig_0140,AT,1,3,3,3,3
scev_val_fig_0140,CL,1,1,1,1,1
scev_val_fig_0140,GS,1,0,0,0,0
scev_val_fig_0140,KNf,1,1,1,1,1
scev_val_fig_0140,MA,1,1,1,1,1
scev_val_fig_0140,MCr,1,3,3,3,3
scev_val_fig_0140,MCu,1,2,2,2,2
scev_val_fig_0140,QLl,1,1,1,1,1
scev_val_fig_0140,QLq,1,2,2,2,2
scev_val_fig_0140,VL,1,2,2,2,2
scev_val_fig_0140,VO,1,1,1,1,1
scev_val_fig_0141,AS,1,2,2,2,2
scev_val_fig_0141,AT,1,3,3,3,3
scev_val_fig_0141,CL,1,2,2,2,2
scev_val_fig_0141,GS,1,1,1,1,1
scev_val_fig_0141,KNf,1,4,4,4,4
scev_val_fig_0141,MA,1,0,0,0,0
scev_val_fig_0141,MCr,1,1,1,1,1
scev_val_fig_0141,MCu,1,1,1,1,1
scev_val_fig_0141,QLl,1,1,1,1,1
scev_val_fig_0141,QLq,1,2,2,2,2
scev_val_fig_0141,VL,1,1,1,1,1
scev_val_fig_0141,VO,1,1,1,1,1
scev_val_fig_0142,AS,1,2,2,2,2
scev_val_fig_0142,AT,1,3,3,3,3
scev_val_fig_0142,CL,1,3,3,3,3
scev_val_fig_0142,GS,1,3,3,3,3
scev_val_fig_0142,KNf,1,4,4,4,4
scev_val_fig_0142,MA,1,3,3,3,3
scev_val_fig_0142,MCr,1,2,2,2,2
scev_val_fig_0142,MCu,1,3,3,3,3
scev_val_fig_0142,QLl,1,3,3,3,3
scev_val_fig_0142,QLq,1,3,3,3,3
scev_val_fig_0142,VL,1,2,2,2,2
scev_val_fig_0142,VO,1,2,2,2,2
scev_val_fig_0144,AS,1,3,3,3,3
scev_val_fig_0144,AT,1,3,3,3,3
scev_val_fig_0144,CL,1,0,0,0,0
scev_val_fig_0144,GS,1,0,0,0,0
scev_val_fig_0144,KNf,1,1,1,1,1
scev_val_fig_0144,MA,1,3,3,3,3
scev_val_fig_0144,MCr,1,2,2,2,2
scev_val_fig_0144,MCu,1,1,1,1,1
scev_val_fig_0144,QLl,1,2,2,2,2
scev_val_fig_0144,QLq,1,2,2,2,2
scev_val_fig_0144,VL,1,1,1,1,1
scev_val_fig_0144,VO,1,1,1,1,1
scev_val_fig_0145,AS,1,3,3,3,3
scev_val_fig_0145,AT,1,3,3,3,3
scev_val_fig_0145,CL,1,1,1,1,1
scev_val_fig_0145,GS,1,2,2,2,2
scev_val_fig_0145,KNf,1,2,2,2,2
scev_val_fig_0145,MA,1,2,2,2,2
scev_val_fig_0145,MCr,1,3,3,3,3
scev_val_fig_0145,MCu,1,3,3,3,3
scev_val_fig_0145,QLl,1,1,1,1,1
scev_val_fig_0145,QLq,1,2,2,2,2
scev_val_fig_0145,VL,1,2,2,2,2
scev_val_fig_0145,VO,1,1,1,1,1
scev_val_fig_0146,AS,1,2,2,2,2
scev_val_fig_0146,AT,1,3,3,3,3
scev_val_fig_0146,CL,1,0,0,0,0
scev_val_fig_0146,GS,1,0,0,0,0
scev_val_fig_0146,KNf,1,2,2,2,2
scev_val_fig_0146,MA,1,0,0,0,0
scev_val_fig_0146,MCr,1,2,2,2,2
scev_val_fig_0146,MCu,1,3,3,3,3
scev_val_fig_0146,QLl,1,1,1,1,1
scev_val_fig_0146,QLq,1,2,2,2,2
scev_val_fig_0146,VL,1,3,3,3,3
scev_val_fig_0146,VO,1,1,1,1,1
scev_val_fig_0147,AS,1,2,2,2,2
scev_val_fig_0147,AT,1,3,3,3,3
scev_val_fig_0147,CL,1,1,1,1,1
scev_val_fig_0147,GS,1,1,1,1,1
scev_val_fig_0147,KNf,1,2,2,2,2
scev_val_fig_0147,MA,1,1,1,1,1
scev_val_fig_0147,MCr,1,1,1,1,1
scev_val_fig_0147,MCu,1,1,1,1,1
scev_val_fig_0147,QLl,1,1,1,1,1
scev_val_fig_0147,QLq,1,1,1,1,1
scev_val_fig_0147,VL,1,2,2,2,2
scev_val_fig_0147,VO,1,1,1,1,1
scev_val_fig_0148,AS,1,2,2,2,2
scev_val_fig_0148,AT,1,3,3,3,3
scev_val_fig_0148,CL,1,1,1,1,1
